SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
212,"SOCIWDW12A8C13D406",300822,"Dimensions","ARMJAGH1187FB546F3",35.14968,"Memphis TN",-90.04892,"The Box Tops",0.0,148.03546,6,0.169,121.274,4,0.384,"Soul Deep",1969
213,"SOQHXMF12AB0182363",539081,"I Need You","ARGSJW91187B9B1D6B",35.21962,"North Carolina",-80.01955,"JennyAnyKind",0.0,218.77506,5,0.354,146.765,1,0.0,"Young Boy Blues",0
214,"SOXVLOJ12AB0189215",514953,"Las Numero 1 De La Sonora Santanera","ARKRRTF1187B9984DA",,"",,"Sonora Santanera",0.0,177.47546,8,0.643,100.07,1,0.0,"Amor De Cabaret",0
215,"SOUDSGM12AC9618304",692313,"Superinstrumental","ARNTLGG11E2835DDB9",,"",,"Clp",0.0,266.39628,7,0.053,114.041,4,0.878,"Insatiable (Instrumental Version)",0
216,"SOIAZJW12AB01853F1",358182,"Pink World","AR8ZCNI1187B9A069B",,"",,"Planet P Project",0.0,269.81832,4,0.717,86.643,4,0.487,"Pink World",1984
217,"SOFSOCN12A8C143F5D",611336,"Muertos Vivos","ARXR32B1187FB57099",,"",,"Gob",0.0,209.60608,2,0.092,129.738,4,0.562,"Face the Ashes",2007
218,"SOMZWCG12A8C13C480",300848,"Fear Itself","ARD7TVE1187B99BFB1",,"California - LA",,"Casual",0.0,218.93179,1,0.736,92.198,4,0.778,"I Didn't Mean To",0
219,"SONHOTT12A8C13493C",287650,"Friend Or Foe","AR7G5I41187FB4CE6C",,"London England",,"Adam Ant",0.0,233.40363,0,0.751,119.293,4,0.0,"Something Girls",1982
220,"SOYMRWW12A6D4FAB14",41838,"Ordinary Day","ARKFYS91187B98E58F",,"",,"Jeff And Sheri Easter",0.0,267.7024,5,0.635,147.782,3,0.454,"The Moon And I (Ordinary Day Album Version)",0
221,"SOHKNRJ12A6701D1F8",8876,"Gin & Phonic","AR10USD1187B99F3F1",,"Burlington Ontario Canada",,"Tweeterfriendly Music",0.0,189.57016,4,0.0,101.43,3,0.408,"Drop of Rain",0
222,"SOFRUDU12A8C13A40C",293622,"RCA Country Legends","AR0X3JJ1187FB3A9A7",,"McLellan FL",,"Hank Locklin",0.0,127.05914,2,0.826,148.357,4,0.097,"We're Gonna Go Fishin'",0
223,"SODJUNF12A8C13337F",282150,"Boo-Tay","ARRA2F91187B9B4061",,"",,"Bare Jr.",0.0,254.79791,10,0.647,107.529,3,1.0,"Naked Albino",1998
224,"SOFGQAP12AB0185946",575880,"In London_ In Love","ARMQ32V1187B9999F3",52.88356,"England",-1.97406,"Norrie Paramor",0.0,163.49995,9,0.753,79.731,4,0.897,"Dearly Beloved",0
225,"SONXLQQ12AB0184B54",472444,"LOOK (Original Motion Picture Soundtrack)","AR035N21187FB3938E",34.23294,"Earth",-102.4102,"BT",0.0,44.35546,1,0.0,136.164,4,0.68,"Robbers Kill Cop",0
226,"SORGLCR12AB0184B69",539974,"Of My Times","AR8EDG51187FB41A08",,"",,"Gary Hobbs",0.0,289.64526,0,0.403,188.502,1,0.0,"The Look Of Love",0
227,"SOVDDWO12A6D4F9A78",46723,"The Best Of Shelley Fabares [Digital Version]","ARSGZ3J1187FB3E610",34.01156,"Santa Monica CA",-118.49229,"Shelley Fabares",0.0,143.0722,0,0.675,99.408,4,1.0,"Johnny Loves Me (LP Version)",0
228,"SORAJXA12A58A7A4C9",71267,"A Nite On The Strip - Live","ARHONG11187FB3B120",29.78772,"katy",-95.82333,"L.A. Guns",0.0,201.09016,5,0.608,102.259,3,1.0,"Bitch Is Back",1988
229,"SOVQZYP12A8C144692",614890,"Take A Look","ARBM4TC1187FB5CE98",,"Los Angeles CA",,"Natalie Cole",0.0,185.7824,8,0.015,88.489,1,0.249,"Take A Look  (LP Version)",0
230,"SOHTWLT12A8C13CFE1",307651,"Pearl Jam","ARFVYJI1187B9B8E13",47.60356,"Seattle WA",-122.32944,"Pearl Jam",0.0,428.56444,4,0.743,105.994,3,1.0,"Inside Job",2006
231,"SOKPHVH12AB0187460",763206,"Relax","ARA0H5U1187FB47949",,"",,"2-4 Grooves feat. Reki D.",0.0,203.83302,4,0.648,126.941,4,1.0,"Relax",2009
232,"SOOQHNV12AB0186CD4",554760,"Matumago X Press","ARULHJM1187B997004",,"",,"Word",0.0,229.51138,9,0.457,187.807,4,0.381,"Amalgama",0
233,"SOTHWPG12AB018C90E",767591,"Behind The Blue","ARYXJ5A1187B9B9E56",36.69094,"Jerez De La Frontera (C\xc3\xa1diz)",-6.13487,"Kiril Valeri",0.0,306.72934,11,0.0,96.007,4,0.906,"Bulgarian Dream",0
234,"SOSGXRU12AAF3B2B07",528941,"The Best of DJ Quik - Da Finale","AROTIMO1187FB532BF",,"Compton CA",,"DJ Quik",0.0,205.58322,7,0.025,181.115,4,0.701,"Born and Raised In Compton",1991
235,"SOAYYDM12AB01817E6",329967,"Enjoy!","ARANOZN1187B9B373E",,"Los Angeles CA",,"Descendents",0.0,140.66893,6,0.006,89.495,4,0.614,"Orgofart",1986
236,"SOIUGDX12A6D4FDECA",239244,"Joy In Our Hearts - The Gospel Side Of The Jordanaires","AR358YS1187FB44A29",37.20897,"Springfield MO",-93.29156,"The Jordanaires",0.0,176.50893,5,0.526,159.582,3,1.0,"Sweet By And By",0
237,"SOHHANU12A58A77C66",538734,"Crack The Skye","ARMQHX71187B9890D3",,"Atlanta GA",,"Mastodon",0.0,654.28853,7,0.539,118.433,4,0.802,"The Czar: Usurper/Escape/Martyr/Spiral (Album Version)",2009
238,"SODYZIU12A8C13FBD9",223563,"Call of the Mastodon","ARMQHX71187B9890D3",,"Atlanta GA",,"Mastodon",0.0,233.58649,2,0.604,89.78,4,0.0,"Shadows That Move",2001
239,"SOZWHVZ12A6D4F90E7",53563,"Window In The Skies","ARUJ5A41187FB3F5F1",,"Dublin Ireland",,"U2",0.0,485.19791,3,0.878,134.083,4,0.662,"Kite Live from Sydney",2007
240,"SOHULHF12AB017F6CF",443790,"Bahamian Songs","AR97EHA1187B98AD5F",30.33138,"Jacksonville FL",-81.6558,"Blind Blake & The Royal Victoria Hotel Calypsos",0.0,151.53587,7,0.497,101.492,4,1.0,"Oh Look Misery",0
241,"SOVHRBI12A81C22E02",282711,"Untitled","ARMBTFC1187FB56343",,"Bakersfield CA",,"Korn",0.0,288.49587,10,0.439,160.022,3,0.719,"Ever Be",2007
242,"SOEETVW12A6D4F93B8",27997,"Extreme","AR5J8XN1187B9B712E",,"",,"Extreme",0.0,181.55057,1,0.306,120.097,4,0.194,"Teacher's Pet",0
243,"SOKLQWF12A8C1423F2",428274,"Jerry Butler Selected Hits Vol. 4","AR8XG9J1187FB418C1",33.54243,"Sunflower MS",-90.53727,"Jerry Butler",0.0,155.74159,2,0.426,105.24,4,0.0,"Moon River - Original",0
244,"SOBMHTY12AC9097B7C",785416,"Live From Dublin","AREW1KO1187B98E42E",,"",,"The Irish Tenors",0.0,100.85832,10,0.045,152.258,4,0.487,"Mountains Of Mourne",0
245,"SOVTGXQ12A6D4FB9CA",64098,"Aliens - The Deluxe Edition","ARBM57Q1187B9AF97C",34.05349,"Los Angeles CA",-118.24532,"James Horner",0.0,191.81669,9,0.137,90.084,1,0.342,"Atmosphere Station",1986
246,"SOFWWGY12AB0185BC5",708314,"A Jerome Kern Songbook","ARFTMGO1187B9A777A",43.64856,"Toronto Ontario Canada",-79.38533,"Percy Faith",0.0,160.28689,0,0.837,86.141,4,0.77,"Yesterdays",0
247,"SOQBQWN12AB0186782",585535,"Tales From The Sick","ARE1N571187B98A47D",51.50632,"London",-0.12714,"Prozak",0.0,173.24363,8,0.364,88.835,4,0.854,"Go To Hell",0
248,"SOLKTEK12AB018BE1A",570488,"Mind Control","ARED2DG1187FB3CB4D",,"",,"Tantric",0.0,177.24036,2,0.796,106.698,1,0.792,"Walk Away",2009
249,"SOQAHUW12AB0181F04",508052,"Nuestra Tradici\xc3\xb3n","ARE2BVT1187B9AC9A2",,"",,"Little Joe",0.0,239.01995,5,0.606,106.398,3,1.0,"Loco (Crazy)",0
250,"SOJTIKK12A8C13B15E",263915,"L'enqu\xc3\xaate corse - bof","AR4B3RX1187B9A868A",,"",,"Alexandre Desplat",0.0,70.26893,7,0.417,128.173,4,0.189,"Palmer enqu\xc3\xaate",2004
251,"SORQLMX12A8C133FCD",150354,"L'essentiel 2003","ARHSS201187B98A8CC",,"",,"Yvette Horner",0.0,148.03546,7,0.881,162.385,1,0.0,"La Plus Bath Des Javas",0
252,"SOJRCDU12AB0189D27",466577,"One World One People","ARNIFX51187FB418EA",,"",,"Xcultures",0.0,38.3473,9,0.054,107.177,7,0.545,"Smile",2000
253,"SOLWQFA12AB01899E8",650697,"EQUALIZE","ARXG6L11187FB5695E",52.47859,"Birmingham/ London UK",-1.9086,"SWAMI featuring Asuivre",0.0,260.28363,10,0.014,90.008,4,0.676,"Give It What U Got",2007
254,"SODTRPJ12A8C1377E9",355081,"Oh My God","AR1QXAQ1187FB47FAC",,"Brookyln NY",,"Sticky Fingaz",0.0,266.4224,6,0.358,80.149,4,1.0,"Oh My God",2000
255,"SOENDOQ12A8C139A41",296873,"Seasons Of The Soul","ARU0HTX1187B98B4C6",34.05349,"California - LA",-118.24532,"Lisa Lynne",0.0,316.49914,2,0.6,95.981,4,0.186,"Isla del Luna",1999
256,"SOWHAEF12A8C13EF0C",163436,"Realive Tour 2002 -Odoranya Son Son- in Tokyo","ARVMPJC1187FB3B954",,"",,"Pe'z",0.0,252.57751,0,0.194,75.955,5,0.866,"Spirit",0
257,"SOFVRCJ12AB018B4DA",711137,"Road House","AR76DOS1187FB5AE78",,"",,"The Jeff Healey Band",0.0,313.7824,7,0.241,107.197,3,1.0,"Hoochie Coochie Man",1989
258,"SOAMXQV12AB018775F",570453,"King Of Myself","ARO2EDF1187B993BD8",,"",,"The Black Velvet Band",0.0,256.39138,9,0.59,122.174,4,0.302,"Dancing To A Standstill",0
259,"SOYUFEN12AB018BF99",816238,"Dance Tribute to Lady Gaga Vs Black Eyed Peas","AREHMUC1187B98B91B",,"",,"Java",0.0,356.41424,1,0.651,130.861,4,0.132,"Don't Phunk With My Heart",0
260,"SORWMLD12A8C137D1A",291030,"Thisia Live","AR4OHL91187B9B2EB9",,"",,"Angela Dimitriou",0.0,265.37751,9,0.446,124.177,4,0.681,"Ftei O Erotas",0
261,"SOFHQCR12A8C138A74",160060,"Bebop Moptop","AR6QQY41187B990574",56.46137,"Dundee Scotland",-2.96761,"Danny Wilson",0.0,167.20934,7,0.605,196.034,4,0.868,"The Second Summer Of Love",1989
262,"SOCPGVG12AB018AA84",569125,"Bach: Organ Works Vol.2","ARN8NCB1187FB49652",46.20835,"Geneva Switzerland",6.1427,"Lionel Rogg",0.0,240.61342,0,0.314,64.401,4,0.0,"Prelude And Fugue In C Major BWV 531 : Fugue",0
263,"SOXSLOL12AB0188039",755801,"Music Cafe","ARHNL9K1187FB5730C",,"",,"Stephy Tang",0.0,214.12526,4,0.272,105.196,1,0.569,"Leng Jing",0
264,"SOTTXNS12AB0187861",424081,"Steady On","ARDW5AW1187FB55708",42.78668,"Vermillion SD",-96.92803,"Shawn Colvin",0.0,224.60036,8,0.719,210.871,4,1.0,"Another Long One",1989
265,"SOKPFTZ12A6D4FA141",51405,"A Classic Christmas","ARKSBCO1241B9CE46E",,"",,"Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge",0.0,111.0722,6,0.103,82.422,4,0.377,"Joy To The World",0
266,"SOPUQFS12A8C13DE1E",220650,"That Which Does Not Kill You...Can Only Make You Stronger : Three Way Split","ARU22AM1187B9961EA",,"",,"React",0.0,120.2673,10,0.634,143.231,1,0.0,"Drunk Alone",0
267,"SOQZHMH12A8C13A393",259476,"Leland Martin","ARFS01P1187B9A395A",42.17963,"Blandford MA",-72.92483,"Leland Martin",0.0,175.62077,4,0.852,159.968,4,0.415,"Stone Cold Fingers (Bonus Track)",0
268,"SOGOJBW12AB018513B",512027,"Seu Olhar N\xc3\xa3o Mente","ARAR4YH1187B98BF2A",,"",,"Fl\xc3\xa1vio Jos\xc3\xa9",0.0,252.02893,3,0.372,168.323,4,0.484,"Jogo Limpo",0
269,"SOXNMDZ12A6D4FA20D",64434,"The Scott Wesley Brown Collection: A Library of 35 Favorite Songs","AR9AN471187B99E0DA",33.74831,"Atlanta Georgia USA",-84.39111,"Scott Wesley Brown",0.0,295.60118,2,0.783,137.288,4,0.471,"All Rise",0
270,"SONNOCP12A8C145220",737947,"Never Be Scared / Don't Be A Hero","AR567PN1187FB4B4F2",,"",,"Moss",0.0,329.35138,2,0.144,111.079,4,0.599,"Silent Hill",2009
271,"SOUDHTP12AB0183403",495799,"S'Wonderful Movie'n Bossa","ARYKF861187B99C74B",,"",,"Pery Ribeiro",0.0,180.00934,0,0.097,133.009,4,0.682,"Our Love Is Here To Stay",0
272,"SOZFCNC12A6D4F76F3",23134,"Endless","AR5MK521187B98E0B8",51.50632,"London England",-0.12714,"Heaven 17",0.0,255.16363,7,0.473,150.837,4,0.466,"(We Don't Need This) Fascist Groove Thang",1981
273,"SOGTLVU12A8AE47D5D",237520,"Texas Songster","AR93RTI1187B98ECFB",30.38815,"Navasota TX",-96.0878,"Mance Lipscomb",0.0,187.53261,11,0.681,97.981,1,0.0,"Going Down Slow",2000
274,"SOHXKAN12AC46872F1",789959,"Os so\xc3\xb1os que volven","ARGTUWC1187B9904A0",,"",,"Susana Seivane",0.0,350.71955,10,0.881,152.013,4,1.0,"Para Milladoiro",2010
275,"SOPNRDT12AB018A2D8",515188,"Break The Night","ARTB56G11C8A41569D",,"",,"Sven Tasnadi",0.0,557.26975,11,0.259,123.993,4,0.302,"Charisma",0
276,"SOLEYPL12A6D4F83CE",534031,"For Screening Purposes Only","ARGWIHH1187B9A79B0",,"",,"Test Icicles",0.0,190.24934,4,0.441,75.031,4,1.0,"Snowball",2005
277,"SOTWWBZ12AB01845E0",457879,"Bone To Pick","ARSF4161187B9B449F",,"",,"The Gone Jackals",0.0,229.79873,4,0.685,135.175,3,0.639,"Not Buried Deep Enough",1995
278,"SOMISOP12AC468D9D5",599989,"The Way West","ARHSAFX1187B98E89A",31.1689,"Texas",-100.07715,"Brian Keane",0.0,133.53751,4,0.0,117.667,3,0.255,"Battle Of The Rosebud / Cries",0
279,"SOQDTZG12A8C1442E3",319844,"Music Of The Brazilian Masters","ARCLCFS1187B9AE476",-23.56287,"Sao Paulo Brazil",-46.65466,"Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd",0.0,286.14485,9,0.206,169.775,3,0.1,"Ernesto Nazareth",0
280,"SOJKDKH12A58A761A2",223472,"Apogee","ARRH2S81187B98C8AA",43.07295,"Madison Wisconsin",-89.38669,"Bongzilla",0.0,397.26975,9,0.535,95.882,4,0.0,"Witch Weed (Live)",1999
281,"SOKHVZO12AB0184C4D",775316,"PeeBoy EP","ARILV5E1187B9959C8",,"",,"Boogie Pimps",0.0,415.03302,1,0.46,83.326,3,1.0,"Get Back Down",0
282,"SOIFOLA12AB017CDA1",333103,"To Live Alone","ARWAPYC1187FB3FCAF",,"",,"S.U.P",0.0,384.70485,11,0.582,137.862,4,0.0,"The Cube (Live)",2001
283,"SOCQWKZ12A8C13CE4C",105115,"RoadKillOvercoat","ARU9KWP1187B98B2A7",,"",,"Busdriver",0.0,192.1824,6,0.211,155.038,4,0.41,"(Bloody Paw On The) Kill Floor",2007
284,"SOQPJUL12AB0189379",667517,"Zlatni hitovi '90 1","ARTFLEU1269FCD1FE3",,"",,"Ana Bekuta",0.0,145.57995,0,0.757,160.261,5,0.182,"Kako mi je pitas sad",0
285,"SOOZKNQ12A6D4F6FD4",80339,"Suburban","ARGR9FY1187FB4D0E7",,"Poza Rica MX",,"Aberdeen",0.0,266.70975,9,0.731,90.908,3,1.0,"Beyond the Light",0
286,"SOOIZTH12AB018C12E",752185,"This DJ","ARHXBJI1241B9C8B7F",,"",,"DJ Dips",0.0,240.3522,1,0.611,86.689,3,0.859,"Gerra De De",0
287,"SOIKIJC12AC3DFB3D2",603055,"Peace At Last - EP","ARC6UC81187B989062",40.71455,"NY - New York City",-74.00712,"Hem",0.0,133.27628,5,0.783,89.86,1,0.368,"Have Yourself A Merry Little Christmas",2005
288,"SOGDFIT12AB018528B",340310,"Light Flight - The Anthology","ARVKAWO11F50C47C9A",,"",,"Pentangle",0.0,228.51873,5,0.579,179.501,1,0.0,"Rain And Snow",0
289,"SONETAN12A58A7ACEB",142192,"Addressing The Nation With The Blues","ARZ05QG1187FB3843E",31.55379,"Monticello MS",-90.10785,"Byther Smith",0.0,418.87302,1,0.826,117.168,3,1.0,"I Wish My Mother Was Here",1989
290,"SOUJISW12CF4E09416",146503,"Surprise","ARASSX21187FB528B7",52.8029,"Stafford England",-2.10633,"Bizarre Inc",0.0,420.10077,11,1.0,139.91,4,1.0,"Miracle",1996
291,"SOFJNQR12A6D4FAE92",435050,"Alright_ Still (Deluxe)","ARKZJ301187FB521B2",,"LDN",,"Lily Allen",0.0,264.69832,9,0.594,156.097,4,1.0,"U Killed It",2006
292,"SOKEXTF12A8C13AE7E",296995,"Lagrimas Negras","ARTEGHH1187FB435C8",,"",,"Bebo & Cigala",0.0,198.26893,2,0.414,132.967,1,0.405,"Inolvidable",2003
293,"SOMBQEO12A8C135018",150501,"Miles To Miles","AR0LVFQ1187B9A84E0",40.71455,"NY - New York City",-74.00712,"Jason Miles",0.0,235.80689,10,0.391,101.03,4,0.58,"Voices On The Corner",0
294,"SOKZTUH12AB018B938",816840,"Strictly Trucking","AR87OXB1187FB39E0B",,"",,"The Willis Brothers",0.0,150.64771,7,0.804,121.983,3,0.852,"Give Me 40 Acres (To Turn This Rig Around)",0
295,"SODULLV12AB017FA09",502384,"What up Detroit","ARTHEAP122BCFCD0B2",,"",,"DJ X-Change featuring DJ Joey A",0.0,184.31955,6,0.0,150.012,4,0.0,"Come Over",0
296,"SOOGQWR12A8C142505",372122,"Final Vinyl","AREOGMA1187B9908EF",37.77916,"San Francisco CA",-122.42005,"Hot Tuna",0.0,239.59465,0,0.601,172.398,1,0.0,"Candy Man",1971
297,"SOYZOXW12A8C13E195",266932,"Donny Hathaway","ARTB5PP1187FB523B7",41.88415,"Chicago IL",-87.63241,"Donny Hathaway",0.0,283.21914,2,0.499,111.191,3,0.851,"Little Girl (LP Version)",1971
298,"SORXUZZ12A8AE4798A",138320,"Homemade Ice-Cream","ARCZ20M1187FB49687",32.77942,"Goodwill LA",-91.56123,"Tony Joe White",0.0,162.53342,2,0.243,173.482,4,0.804,"I Want Love (Tween You & Me) (Album Version)",0
299,"SOBHQUF12AB018B03E",572855,"The Early Tapes 1975-1976","AR8YV1I1187FB45D2B",40.71455,"New York NY",-74.00712,"Rory Block",0.0,266.05669,1,0.936,90.101,1,0.0,"Three Is a Crowd",0
300,"SOBHVZQ12AC9618285",784530,"Feel Good All Over: Anthology 1970-1976","AR3PN3R1187FB4CEBD",18.01571,"Kingston Jamaica",-76.79731,"Horace Andy",0.0,176.27383,2,0.171,151.911,4,0.231,"Thank You Lord",1985
301,"SOFRAZJ12A8C143CDB",523481,"Legacy","ARR9XGB1187B9912E6",,"Philadelphia PA",,"Boyz II Men",0.0,329.27302,8,0.497,116.473,4,1.0,"On Bended Knee",1994
302,"SOYAGJM12A8C13DCCE",254792,"Peterbilt Angel","ARQESNI1187FB511EE",38.8991,"Washington DC",-77.029,"Morel",0.0,311.40526,10,0.685,108.367,4,0.36,"Blue Taxi",0
303,"SOGQTRZ12A8C13C8B0",307618,"Timeless","ARF3GX71187FB3EB66",,"Medicine Lodge KS",,"Martina McBride",0.0,261.95546,7,0.96,100.194,3,1.0,"I Can't Stop Loving You",2005
304,"SOJDYQY12AB0188C97",577023,"Fifteen Poems By Dylan Thomas","AR4ABL21187FB3913A",40.99471,"Pennsylvania",-77.60454,"Richard Burton",0.0,171.49342,2,0.45,109.823,3,0.659,"I See The Boys Of Summer",0
305,"SOYPBCY12AB0181EF3",534470,"13th And Pine","ARYWCFZ11E2835CFDD",,"",,"Nazz",0.0,220.89098,9,0.606,119.691,4,0.491,"How Can You Call That Beautiful (Stewkey Vocal)",0
306,"SOCHXAE12AF72A25D6",722546,"White Feather","ARDF8K01187FB37200",,"Sydney Australia",,"Wolfmother",0.0,212.37506,4,0.372,110.745,4,1.0,"White Feather",2009
307,"SOBQBWP12AB018611B",421962,"Irfan_ le h\xc3\xa9ros","ARVEJ9M1187FB4DC44",,"",,"Les Ogres De Barback",0.0,254.06649,4,0.446,137.888,1,0.0,"Niev nietch nievitch",1999
308,"SONNDHT12A8C13F20B",219943,"Louie Bluie Film Soundtrack","ARBKUS51187B98A3AC",35.4948,"Dayton TN",-85.01235,"Howard Armstrong",0.0,198.922,9,0.0,126.821,4,0.0,"My Four Reasons",0
309,"SOSGJTX12AB0181F7C",514801,"Canciones De Amor De Miguel Gallardo","ARXFQDY1187B9AAF1E",,"",,"Miguel Gallardo",0.0,238.68036,5,0.458,125.508,4,0.462,"Eternamente Amame",0
310,"SOWRLSY12AC4687694",599659,"Call Tyrone","ARUT16P1187FB532A4",33.39847,"Greenville MS",-91.03786,"Tyrone Davis",0.0,235.91138,10,0.46,161.976,4,0.696,"Cheatin' In The Next Room",0
311,"SOLRYQR12A670215BF",7133,"The Best Of Both Worlds","ARNLO5S1187B9B80CC",,"Pasadena CA",,"Van Halen",0.0,209.29261,8,0.455,140.995,1,0.41,"Panama (Remastered Album Version)",0
312,"SOIJXXM12A8C1416D6",223779,"The Man from Snowy River","ARRC2JF1187B9B6A93",-24.9162,"AUSTRALIA",133.39311,"Bruce Rowland",0.0,84.03546,7,0.469,115.642,4,0.44,"Rosemary Recalls",1985
313,"SOHMMMC12AB0181C42",466577,"One World One People","ARNIFX51187FB418EA",,"",,"Xcultures",0.0,273.52771,1,0.652,125.013,4,1.0,"Sudanese Dance",2000
314,"SOPIKEG12A58291636",104765,"White Trash ......","AR06EB01187FB40150",,"Berkeley CA",,"NOFX",0.0,144.50893,4,0.093,152.622,4,0.358,"Stickin In My Eye",1992
315,"SOXZXXV12AAF3B3A67",530141,"I Will Love Again","ARK4H5K1187B992F74",,"",,"Taras",0.0,200.25424,11,0.056,127.97,4,0.0,"I Will Love Again (JJ's Club Radio)",0
316,"SOVJXVJ12A8C13517D",148547,"Tales Of Wonder","ARCCRTI11F4C845308",,"",,"White Heart",0.0,298.84036,5,0.596,113.277,4,0.872,"Where The Thunder Roars (Tales Of Wonder Album Version)",0
317,"SOFZCTA12AB0188D8F",423012,"Waterbed Hev","ARNVH8S1187FB52F86",18.11526,"Jamaica West Indies",-77.27348,"Heavy D / McGruff",0.0,161.38404,5,0.665,96.979,4,0.895,"Wanna Be A Player",1997
318,"SOIRNBO12AC468D207",695158,"Murskapunkkia","ARKPDBH1242077DEB1",,"",,"Murskahumppa",0.0,285.17832,7,0.379,110.787,3,1.0,"Ota kiinni",0
319,"SOSBDSF12AB0189007",509770,"Canci\xc3\xb3n Animal","ARBJSO81187B9BA09B",,"",,"Soda Stereo",0.0,246.69995,7,0.161,112.903,4,1.0,"Entre Can\xc3\xadbales",1990
